Age,Annual_Income,Loan_Amount,Existing_Debts,Credit_Utilization,Payment_History,Credit_History_Length,Savings_Balance,EMI_Amount,Debt_to_Income_Ratio,Creditworthy
37,870008,307571,54808,27,92,29,391292,36022,6.3,1
26,986796,513506,399159,80,90,24,284798,49806,40.45,0
53,1414216,487509,211177,58,63,13,590951,26089,14.93,0
25,1197150,766696,42616,32,89,11,200759,49707,3.56,1
48,664710,858094,336473,83,63,15,672868,33563,50.62,0
34,1273120,580696,234815,23,70,10,782701,2233,18.44,0
25,1311871,745763,156359,80,98,10,188931,22642,11.92,0
53,921075,313369,390101,52,76,9,241946,29708,42.35,0
39,269409,979700,165043,6,95,25,556420,31937,61.26,0
42,1200610,513002,56152,15,75,25,337944,39399,4.68,1
25,721998,196444,42351,48,76,3,521499,48283,5.87,0
22,575903,831608,191112,63,73,23,419241,1129,33.18,0
50,1425213,591567,227977,63,54,16,908085,37484,16.0,0
59,925356,160401,219631,42,91,12,651010,19155,23.73,0
24,790176,276801,384521,29,87,17,390034,21838,48.66,0
53,387167,821668,60616,25,77,25,247949,24154,15.66,1
33,204507,553575,242493,46,91,15,218096,45035,118.57,0
40,1292564,928836,154969,40,92,25,773022,31294,11.99,1
27,560565,219259,285154,13,81,3,512190,6273,50.87,0
35,872225,297145,433370,16,73,5,993428,9697,49.69,0
43,227213,360625,494651,14,55,28,917317,6628,217.7,0
34,1173458,733835,121822,63,59,13,864039,38681,10.38,0
43,1306026,94552,151186,9,95,24,166042,46849,11.58,1
39,597693,249041,281194,37,52,6,319880,26414,47.05,0
49,718728,257606,246309,73,56,26,745350,45831,34.27,0
40,1261331,804965,283269,84,78,26,804272,5718,22.46,0
49,1390821,836157,487310,67,83,9,826086,20060,35.04,0
44,1438553,450074,443612,33,56,29,349529,1096,30.84,0
38,1417745,779846,175918,22,66,19,455624,19347,12.41,0
30,435132,124474,413612,97,62,28,227011,39169,95.05,0
28,604470,337312,354805,10,70,7,217039,31396,58.7,0
46,335090,606387,257156,57,80,13,163514,12058,76.74,0
49,991624,252252,88116,86,58,22,730603,13218,8.89,0
30,988447,814742,119233,36,94,5,147702,17982,12.06,1
37,1094586,373599,432189,46,96,16,450952,33281,39.48,0
22,924276,628528,416790,51,62,4,547296,4963,45.09,0
26,1055738,386940,352299,35,66,5,712847,26004,33.37,0
25,1254405,891024,391987,66,57,29,340539,47622,31.25,0
48,1097883,835034,13869,60,58,20,667753,24677,1.26,0
25,412153,434325,459410,15,58,19,497896,45741,111.47,0
38,480407,302051,62167,30,89,23,459187,2324,12.94,1
46,959036,151611,187219,96,97,6,89627,28166,19.52,0
40,646476,632334,243758,31,79,4,753351,44374,37.71,1
47,684427,824756,143194,87,56,25,372498,47908,20.92,0
32,520562,66488,174899,61,66,1,78657,25495,33.6,0
27,724436,239913,144407,31,88,17,871084,38932,19.93,1
23,1119258,430665,251536,63,87,9,342651,27092,22.47,0
30,797202,967899,325720,66,54,16,926439,2339,40.86,0
54,1309229,758029,21677,24,66,23,136162,49316,1.66,0
45,392593,716205,421439,7,89,2,301788,13286,107.35,0
55,540459,741419,423030,20,50,11,492831,30235,78.27,0
36,1172048,68394,125662,48,65,26,497079,12595,10.72,0
22,209795,930425,476827,97,66,5,46122,26552,227.28,0
44,1483644,226978,436401,83,79,13,505994,14629,29.41,0
30,1182364,109332,76794,34,80,20,930901,47489,6.49,1
58,827395,218377,489279,44,84,17,195641,40234,59.13,0
42,513673,92628,75675,69,94,28,914888,30925,14.73,0
46,951938,857784,304469,33,57,29,769945,39231,31.98,0
59,1415598,529898,40503,34,97,25,612236,39258,2.86,1
47,211009,919403,281658,36,79,15,62133,13843,133.48,0
49,378168,101993,56196,14,88,22,58519,33035,14.86,1
58,589913,220458,414133,95,70,27,605345,24988,70.2,0
40,1316698,939459,447915,55,64,29,39151,33683,34.02,0
47,530328,500281,356777,12,83,12,406688,33986,67.27,0
40,633297,956644,181191,55,76,6,323913,34301,28.61,0
39,414709,528720,83324,40,51,20,146553,15977,20.09,0
40,1162816,556357,418277,59,59,13,442193,48622,35.97,0
55,811516,58539,141019,39,54,18,947387,8951,17.38,0
22,1059375,182335,474296,40,76,24,754275,27071,44.77,0
50,1200294,456521,347694,60,53,15,34265,10565,28.97,0
54,1301302,890249,342475,40,96,15,324888,29715,26.32,1
42,1146984,991902,163704,93,62,8,379071,38109,14.27,0
23,388210,290310,150424,88,66,19,917174,38850,38.75,0
26,945742,256873,285797,65,70,23,295800,47664,30.22,0
35,377265,361251,198187,66,72,14,543592,12334,52.53,0
47,1047790,999656,359438,85,82,7,358760,49836,34.3,0
30,1329433,536476,43755,91,99,14,55911,27300,3.29,0
29,1139621,998128,366440,29,64,5,53013,20369,32.15,0
53,390128,965672,98354,68,63,15,612269,39362,25.21,0
52,779294,411799,334132,64,58,21,574602,25401,42.88,0
26,448018,630420,300065,61,93,15,819289,45614,66.98,0
56,1184825,962133,452219,99,86,24,169966,49350,38.17,0
22,1032230,155494,474092,74,79,4,782497,21639,45.93,0
49,1325847,889411,308812,56,78,1,966074,18388,23.29,0
24,1016609,894445,317319,60,72,17,207152,19506,31.21,0
21,590166,275997,178810,67,83,25,49420,13766,30.3,0
39,715631,638085,315596,72,56,20,484804,7696,44.1,0
46,1291589,101798,199395,24,58,1,131015,4981,15.44,0
45,584784,722010,308293,58,99,16,983714,17855,52.72,0
30,1078835,469230,244965,5,53,13,562022,20789,22.71,0
35,638598,650709,277983,94,51,18,766292,1308,43.53,0
42,823578,319578,2155,14,76,10,570507,41463,0.26,1
41,1464686,866460,400235,27,82,23,248105,28510,27.33,1
42,1380408,640846,54512,55,81,18,76972,30372,3.95,0
56,1272718,860763,454906,28,93,17,657063,8707,35.74,1
54,572333,117573,348294,17,94,26,327957,16522,60.86,0
50,1093964,703761,126041,33,95,9,414223,36815,11.52,1
45,1134794,517508,288334,62,86,14,169413,27497,25.41,0
48,1188539,227398,499127,95,76,21,237622,31524,42.0,0
21,331436,395123,273072,99,77,13,504582,44959,82.39,0
24,1043353,840555,310569,47,52,20,976915,35785,29.77,0
27,481941,328747,74134,14,85,20,214159,14366,15.38,1
29,1485979,378085,109875,35,98,14,875081,38649,7.39,1
56,508444,92597,217189,78,92,11,713791,35246,42.72,0
39,216105,768598,124264,92,57,13,637003,27928,57.5,0
21,863299,920670,180046,18,93,17,801273,21581,20.86,1
30,803760,485935,372335,38,99,3,968233,25105,46.32,0
56,897389,797146,441012,21,99,29,747998,38638,49.14,0
29,278097,353895,179815,25,90,1,506716,20843,64.66,0
52,461674,962894,472671,71,86,21,881079,45714,102.38,0
52,341519,136978,365860,62,98,5,348773,43191,107.13,0
26,246940,329837,201107,83,94,25,869514,6434,81.44,0
58,933307,532757,430893,12,87,13,67804,34339,46.17,0
37,285001,218769,56321,42,71,24,238407,20973,19.76,0
30,952158,406668,375926,30,63,5,586294,42107,39.48,0
47,951259,410013,109398,68,64,5,424800,12635,11.5,0
55,1447291,735352,321117,34,95,23,521971,1596,22.19,1
41,1256504,375969,52414,13,53,12,396726,22457,4.17,0
45,546997,714882,418818,36,67,2,463807,33415,76.57,0
48,838902,442619,248749,15,50,29,795176,29321,29.65,0
35,317517,881838,291836,90,61,23,946865,15834,91.91,0
24,1404665,288078,368102,38,90,16,876452,38018,26.21,1
49,1327640,290140,310894,22,91,17,713231,21709,23.42,1
29,594775,717481,414976,23,99,5,664616,4371,69.77,0
47,1299469,697659,330600,58,66,12,254056,1157,25.44,0
46,762886,457435,286229,86,68,15,548389,17032,37.52,0
39,1387171,838049,457180,41,85,28,970278,4318,32.96,0
48,1036209,93016,285069,86,97,6,767144,14462,27.51,0
37,621655,493888,267759,16,56,13,970205,46010,43.07,0
40,1329636,336420,299227,8,58,11,23261,40989,22.5,0
59,999717,805247,372908,47,57,26,154281,9957,37.3,0
43,585114,384384,461535,31,74,17,562935,12843,78.88,0
52,746982,942724,9605,55,56,9,149293,3612,1.29,0
53,1121806,236807,373237,9,91,25,451049,21946,33.27,1
25,971136,592247,306752,10,57,16,357557,13020,31.59,0
54,991043,602810,390932,81,73,17,559845,13773,39.45,0
31,1403960,499303,19192,91,66,20,763894,31247,1.37,0
23,1393728,453169,396547,60,61,24,410742,1443,28.45,0
53,1067050,76567,313474,93,95,18,113585,39741,29.38,0
31,837233,503739,228464,72,80,13,666611,18288,27.29,0
36,1094829,112708,312093,48,61,29,566876,3910,28.51,0
38,820501,176206,68382,19,51,11,719852,45169,8.33,0
50,220874,596848,99233,94,61,13,541177,35569,44.93,0
30,594813,632678,430802,46,76,24,908120,18309,72.43,0
38,735888,700060,52243,15,95,26,907422,12913,7.1,1
58,1121251,511365,362710,77,56,13,257723,15265,32.35,0
39,1065847,357248,320762,15,62,12,825578,29963,30.09,0
56,671769,632093,471527,70,85,14,62318,30905,70.19,0
33,880175,286109,138621,31,50,13,532121,25235,15.75,0
23,939860,545951,380312,62,98,25,503298,49824,40.46,0
30,818636,336640,52494,94,84,9,476804,10426,6.41,0
58,305736,788661,219045,76,79,14,501300,3922,71.65,0
21,612106,141257,286102,25,80,1,571926,41323,46.74,0
47,655040,53515,220851,25,66,9,11147,31091,33.72,0
28,335797,578742,107960,76,57,4,930351,28771,32.15,0
37,636421,287145,487736,5,52,28,531715,10776,76.64,0
29,685077,72873,102478,62,59,12,620058,1919,14.96,0
26,1175415,910352,430754,17,83,24,332479,38772,36.65,1
45,1215582,325871,5833,77,71,29,960892,21954,0.48,0
59,835861,702664,416602,96,53,14,74347,21837,49.84,0
48,475236,643358,248053,10,81,9,502483,10958,52.2,0
53,558062,935491,493565,91,78,3,967487,6575,88.44,0
57,1157274,698852,99341,62,95,6,971324,8945,8.58,0
29,225457,278497,202850,21,60,3,913262,47962,89.97,0
38,1058099,691501,94240,77,95,1,953580,11863,8.91,0
41,262894,755339,370099,16,62,26,433968,16857,140.78,0
22,785593,599753,418048,90,53,22,463749,33309,53.21,0
58,958201,234972,208929,56,51,21,812435,23954,21.8,0
56,409699,634087,170002,80,83,3,214026,34368,41.49,0
57,1218143,560237,163479,74,92,14,289854,28742,13.42,0
35,200559,670417,266217,77,71,20,862089,13134,132.74,0
48,237361,464546,279811,56,54,2,964585,49058,117.88,0
38,1067152,713662,409251,41,58,12,977732,12580,38.35,0
54,1001693,419432,6732,7,69,26,758669,21966,0.67,0
42,560704,293761,317241,12,70,10,224174,17037,56.58,0
31,443950,292821,3487,14,66,13,122286,3786,0.79,0
33,200037,62875,231560,51,61,20,502314,20079,115.76,0
24,898392,601507,319846,45,77,4,249192,16231,35.6,0
42,503564,872614,257743,68,67,19,554943,12840,51.18,0
27,821531,785901,357105,46,52,22,411699,3052,43.47,0
44,853668,485485,85107,47,54,1,50094,34399,9.97,0
24,758888,391925,422291,13,63,25,182522,4442,55.65,0
48,903645,56457,107721,18,97,11,782856,2754,11.92,1
35,917368,974253,333175,95,75,26,128116,44993,36.32,0
21,724720,83064,346361,8,68,16,690569,10770,47.79,0
23,985838,977325,276925,6,90,19,56316,14499,28.09,1
34,793975,689544,302009,89,66,19,783547,1025,38.04,0
58,968576,934729,8469,5,88,12,552844,25330,0.87,1
21,1058379,808947,307311,79,91,3,693322,11401,29.04,0
58,1082756,259727,255938,69,53,23,418854,41065,23.64,0
58,385221,975168,212810,50,91,24,835186,48636,55.24,0
41,943000,210353,282072,63,84,18,636499,7553,29.91,0
49,1436416,832351,207593,79,73,17,227691,6759,14.45,0
25,653400,286887,301743,11,90,5,475833,8755,46.18,0
30,1052224,475037,409991,70,62,16,588664,14384,38.96,0
48,495583,809129,328648,19,82,24,940857,30928,66.32,0
41,1412905,992151,469134,76,64,14,881820,28478,33.2,0
27,1222697,644206,70687,51,64,19,474512,34897,5.78,0
23,1424322,263057,420020,94,80,6,285915,38764,29.49,0
40,900731,526015,371266,44,92,3,338170,46064,41.22,0
39,1171777,926611,163331,46,77,6,399684,33374,13.94,0
55,759031,387088,256797,55,59,12,407479,21529,33.83,0
24,399824,139142,86284,39,56,20,410985,39409,21.58,0
25,804091,77603,85227,45,82,11,690694,33368,10.6,0
21,1449699,882890,97556,89,56,7,486333,47669,6.73,0
24,222076,120605,43560,61,54,27,960253,15371,19.61,0
32,441424,331767,289400,42,75,26,939139,8369,65.56,0
47,406384,618728,6125,76,65,1,337254,4895,1.51,0
43,450699,918859,4370,12,57,16,667264,15453,0.97,0
45,1073915,975208,4838,78,71,16,80805,5797,0.45,0
41,858323,405970,114479,67,83,17,40968,46809,13.34,0
44,344938,339604,57429,91,89,15,11650,2828,16.65,0
45,1090936,264117,396350,8,77,21,284611,10727,36.33,1
52,363377,788165,242067,52,95,9,111495,13517,66.62,0
52,1179907,516727,43199,56,85,5,108331,17943,3.66,0
25,413968,160373,77092,42,96,20,187972,43838,18.62,0
56,588388,974069,387069,98,56,8,753540,27831,65.78,0
59,494957,317014,164894,91,89,29,831950,43044,33.31,0
36,1178190,68909,224585,9,92,21,471631,25814,19.06,1
53,990944,321261,282257,89,77,1,800789,9050,28.48,0
41,450703,299975,194666,74,51,7,890269,10663,43.19,0
29,1396278,903906,96102,85,58,11,283009,7900,6.88,0
26,317907,668214,264813,93,55,20,124559,39355,83.3,0
55,405591,487538,180499,28,50,26,864800,22796,44.5,0
59,593852,177463,474833,90,52,21,373557,16784,79.96,0
42,1185461,151536,144010,81,59,13,791836,38380,12.15,0
25,723869,856560,398933,21,86,22,595327,4683,55.11,0
43,1458209,301981,339962,82,93,13,249028,9396,23.31,0
37,997783,540533,440875,94,72,7,533912,8347,44.19,0
32,827915,381145,195647,87,82,11,893371,20984,23.63,0
43,1376957,836872,79737,30,58,18,474510,44097,5.79,0
36,1186684,230685,409505,7,62,1,406137,24027,34.51,0
23,797597,697779,24406,6,77,12,371881,18597,3.06,1
50,867861,979167,227894,96,56,3,14428,15072,26.26,0
42,1099145,547275,12873,6,75,26,476863,13026,1.17,1
29,236382,200619,125812,26,65,28,259296,36859,53.22,0
49,946714,655950,344192,75,89,1,98783,47813,36.36,0
57,1062219,810416,487679,8,75,4,781229,41966,45.91,0
43,1271917,50005,23461,42,88,6,123823,32041,1.84,0
33,1474856,284152,413926,88,81,5,848989,31987,28.07,0
52,1449516,319182,478704,74,85,29,368127,4498,33.03,0
43,605218,842846,13448,77,91,11,124039,33256,2.22,0
37,810108,530875,15198,56,50,20,415582,15905,1.88,0
41,1308525,905938,73158,35,98,23,843355,39274,5.59,1
22,608916,913018,499600,30,70,13,695924,25839,82.05,0
57,934665,445822,461154,40,62,11,390746,3137,49.34,0
26,683075,852914,444015,30,75,27,776148,16946,65.0,0
38,1190003,804189,495076,32,94,6,347655,25508,41.6,0
50,712472,252945,225075,9,58,19,652698,16620,31.59,0
42,527370,608236,166033,78,86,25,776177,15823,31.48,0
53,1031599,402131,174079,22,72,15,668002,37633,16.87,0
50,1457427,272873,65470,19,50,21,378025,6460,4.49,0
37,1407587,272322,183328,61,51,13,679209,38264,13.02,0
52,654581,70875,20739,9,92,10,898447,40666,3.17,1
34,267381,325201,346198,41,77,1,422560,36314,129.48,0
30,1033142,82400,320330,90,85,13,817646,38697,31.01,0
56,478910,514674,26547,90,80,6,703586,13722,5.54,0
54,302416,118607,94472,26,90,21,232763,25694,31.24,1
29,1297034,923993,347967,56,54,26,519523,8214,26.83,0
48,1042653,339647,106887,19,86,24,163594,32911,10.25,1
31,551637,466981,182503,21,74,20,266918,14310,33.08,0
34,1228212,151096,418692,55,57,12,16680,36163,34.09,0
59,627562,620900,209483,49,83,17,940011,25055,33.38,0
39,1103282,934750,272830,67,88,27,127028,15874,24.73,0
35,377946,311538,148608,32,98,18,84955,28943,39.32,1
48,1143652,134335,296206,63,81,24,714367,32917,25.9,0
44,1280109,413133,310360,90,60,26,650704,2702,24.24,0
28,1094576,667300,418257,25,96,8,914705,21058,38.21,1
29,1064899,131748,293797,46,74,29,583641,42262,27.59,0
53,463503,976932,21673,85,52,14,638577,15537,4.68,0
53,319119,736779,141439,73,94,5,753455,13259,44.32,0
39,421140,115195,19629,86,99,22,471912,16892,4.66,0
23,1104931,779055,120756,21,81,2,578521,21635,10.93,1
30,531922,664134,111641,72,84,27,796358,29544,20.99,0
21,482745,676692,481852,11,81,28,716225,1013,99.82,0
49,1494416,351286,465406,93,83,25,148944,45488,31.14,0
54,643035,835608,287207,44,86,22,17839,43156,44.66,0
33,1201920,121540,281466,44,54,28,156724,38308,23.42,0
21,559267,743649,215618,47,94,25,410075,9090,38.55,0
54,1110657,389092,274837,77,77,11,698880,3169,24.75,0
49,863440,895383,140313,87,77,26,350984,45528,16.25,0
33,1206247,61755,422994,55,57,3,190338,11423,35.07,0
49,889317,827203,364523,77,76,22,254433,43803,40.99,0
59,558332,430129,274795,27,65,26,392173,29452,49.22,0
44,951240,658841,157038,99,67,16,341660,9017,16.51,0
46,321292,184962,271419,36,74,21,704453,44678,84.48,0
37,290570,930808,45606,35,97,16,717330,33948,15.7,1
27,684540,306760,1658,21,50,9,583908,26993,0.24,0
33,1195791,67175,225571,62,57,13,796857,37232,18.86,0
25,323791,902119,72468,90,70,10,870109,12611,22.38,0
46,1164986,921415,407464,39,83,17,585015,33219,34.98,1
23,715689,531503,417653,34,73,25,740953,31860,58.36,0
27,1084807,800071,170799,68,86,21,191057,22063,15.74,0
59,956349,729648,149273,57,75,17,238411,48574,15.61,0
21,930281,96629,41150,55,96,10,712444,15065,4.42,0
37,562470,691067,246220,41,63,8,341786,25324,43.77,0
45,346903,228872,483107,94,78,7,619911,2286,139.26,0
23,245708,742727,277143,10,79,14,273552,35958,112.79,0
35,1415442,520970,251775,38,52,22,750761,42666,17.79,0
49,683157,380657,268520,60,56,18,589625,45177,39.31,0
52,1418385,657050,313817,29,85,21,769485,25869,22.12,1
46,333692,210094,265620,17,60,19,774026,6628,79.6,0
36,694166,774689,248465,67,81,18,573900,30093,35.79,0
45,958529,969163,332046,70,61,14,180235,47650,34.64,0
48,1414705,107941,353413,9,64,10,662236,1660,24.98,0
29,1157642,355617,209066,79,87,1,812275,49016,18.06,0
21,934750,760958,456094,15,73,9,714724,20562,48.79,0
49,253024,66040,98331,92,50,18,824909,4389,38.86,0
42,1423759,119806,413831,82,67,13,763353,44066,29.07,0
36,1403722,718646,11164,98,95,27,917531,36831,0.8,0
27,742112,250211,301460,48,56,17,202154,36608,40.62,0
34,718534,686364,199632,89,91,23,168402,11770,27.78,0
49,248926,105916,160631,73,90,25,104747,27627,64.53,0
39,1416508,722960,325112,6,51,22,965073,7146,22.95,0
39,475119,445507,197872,44,89,16,582402,23945,41.65,0
22,1061309,456339,140119,41,80,24,863726,44913,13.2,0
35,881908,840243,438201,53,82,11,729466,25944,49.69,0
23,563114,605564,203195,79,79,23,834980,18280,36.08,0
31,683791,235217,399793,40,80,9,859030,24251,58.47,0
50,894096,917481,476387,79,83,7,366849,30235,53.28,0
38,261562,251750,134942,77,56,29,676620,32896,51.59,0
22,996266,269854,34094,74,74,22,828782,40113,3.42,0
52,725128,796403,317473,38,65,1,707101,14322,43.78,0
28,934769,994218,140289,62,71,9,108214,8747,15.01,0
42,231568,761045,345282,41,85,10,663173,33212,149.11,0
26,997278,717554,66141,64,76,16,317325,45088,6.63,0
32,861259,385206,153415,16,66,21,398454,36903,17.81,0
56,810326,200434,128307,36,53,29,93446,3277,15.83,0
35,1445749,890931,181894,85,84,18,141912,41970,12.58,0
48,1156277,620569,406219,8,90,14,989926,2656,35.13,1
38,329789,881284,452754,37,71,28,945229,43207,137.29,0
22,701994,836408,425305,47,96,11,284443,47816,60.59,0
33,274723,827981,446811,13,84,24,847084,33403,162.64,0
35,963043,554869,345341,55,93,29,498741,35531,35.86,0
40,566338,753196,344462,98,64,4,755401,16413,60.82,0
49,1121815,578883,161101,24,89,19,343239,41633,14.36,1
49,907494,670218,79023,43,93,13,245302,7910,8.71,0
23,992515,196474,444540,27,70,1,435813,36385,44.79,0
39,1235211,311745,314106,45,62,21,149779,48508,25.43,0
23,292416,770643,375181,48,96,19,321087,36522,128.3,0
34,847122,404820,170114,39,60,15,644246,26504,20.08,0
24,995818,748083,87601,27,98,20,991307,9101,8.8,1
31,515315,232394,469596,62,76,15,906007,9067,91.13,0
51,350594,752124,84859,52,80,25,247051,29235,24.2,0
52,920892,468127,90933,91,93,11,641931,6208,9.87,0
47,684976,796648,45957,62,81,23,889987,47945,6.71,0
50,1282121,855837,345008,61,79,27,98377,15928,26.91,0
22,385151,108122,388502,91,67,5,357320,11425,100.87,0
29,235790,804849,305883,43,65,24,110898,29485,129.73,0
48,775300,282661,300877,32,84,22,767320,33523,38.81,1
51,317827,703197,45389,68,58,10,239234,14182,14.28,0
54,1229625,315591,160787,66,88,18,609564,7222,13.08,0
35,1262836,234215,170188,87,86,7,651062,15480,13.48,0
45,396211,60662,319066,66,59,1,406371,46057,80.53,0
56,635892,506217,449467,98,61,3,820004,36331,70.68,0
28,340547,632570,455010,89,57,28,524300,36571,133.61,0
29,1458062,448115,17580,92,52,1,987198,39977,1.21,0
57,346192,865014,378044,89,68,17,338658,36061,109.2,0
59,464130,641759,394039,30,60,15,741393,19009,84.9,0
52,887790,697801,259073,55,57,5,185915,16789,29.18,0
37,962857,223285,223080,54,75,22,881399,34339,23.17,0
55,1304055,681866,269228,40,94,16,45357,41167,20.65,1
57,592977,912303,340135,30,72,12,913126,30107,57.36,0
39,808546,657493,403823,37,59,19,950671,27287,49.94,0
49,1487999,910513,82455,72,67,14,867910,16014,5.54,0
27,577332,942215,374684,77,61,3,553271,9574,64.9,0
48,284153,284631,478146,12,88,19,569564,39597,168.27,0
29,983930,133805,376684,70,75,1,271728,18467,38.28,0
48,620331,174698,469571,97,60,21,448495,44477,75.7,0
26,958272,218902,253297,27,59,1,200555,22914,26.43,0
49,1326018,974570,143041,74,52,26,224185,13361,10.79,0
37,1305700,60712,456275,59,56,10,343595,20881,34.94,0
36,511896,393671,279477,47,53,3,405261,22880,54.6,0
43,278947,965885,470452,25,89,13,886148,28251,168.65,0
51,1061148,701176,389326,26,57,6,378887,45016,36.69,0
23,641209,806686,490544,13,87,11,314488,41561,76.5,0
41,296496,568680,229919,38,62,6,805996,27889,77.55,0
46,1025329,246437,36668,63,61,3,807537,36365,3.58,0
56,1168410,661473,274089,30,84,16,853186,26979,23.46,1
57,513760,411995,102528,5,87,9,386213,49741,19.96,1
42,701935,474022,46526,9,92,8,554344,14360,6.63,1
32,570134,586498,47717,45,85,27,597853,33602,8.37,0
33,1470612,86972,452642,67,96,3,647385,2403,30.78,0
31,894934,811254,232242,26,51,5,57689,37088,25.95,0
36,1240835,346280,215238,72,64,21,304279,41007,17.35,0
28,535076,487513,237644,52,98,14,246557,15782,44.41,0
22,469482,952877,352624,70,83,5,304956,40417,75.11,0
50,1422366,852377,482112,20,88,19,651061,15020,33.9,1
50,1392148,800561,209421,84,75,5,997551,8420,15.04,0
32,342617,391324,135673,57,97,21,425988,24523,39.6,0
30,785768,382597,275074,90,54,20,353101,34637,35.01,0
31,860601,921836,4333,69,97,20,364796,40210,0.5,0
35,1468962,980728,202007,83,74,2,279919,32453,13.75,0
36,1140325,53052,120384,68,83,25,233554,10275,10.56,0
37,204695,339416,17839,92,96,7,326667,31052,8.71,0
46,932426,353294,313481,72,53,1,676067,32061,33.62,0
22,1230120,801564,433420,67,83,21,285516,34741,35.23,0
32,1234780,198388,20195,66,76,18,116252,32613,1.64,0
46,1037366,496605,421064,86,91,10,726886,26801,40.59,0
43,1340467,712600,89229,85,78,6,861538,43762,6.66,0
38,670076,933527,375395,75,54,7,63475,49162,56.02,0
52,949045,380918,112265,49,67,12,655602,47846,11.83,0
58,1317330,879607,260775,56,53,18,400958,31230,19.8,0
23,1072109,443781,171926,78,50,11,133502,33199,16.04,0
58,587405,66375,364130,69,99,22,591489,18572,61.99,0
23,713904,599998,313142,6,69,29,955461,6147,43.86,0
50,1232120,755255,198462,53,55,19,761174,4443,16.11,0
21,567482,828912,293702,26,69,25,590531,45894,51.76,0
50,764365,720534,265129,33,69,4,919796,29985,34.69,0
52,542059,419170,323938,39,95,19,512599,6684,59.76,0
48,1490080,530545,43585,85,76,13,739112,14595,2.93,0
41,1203852,77597,215886,80,75,27,347686,2321,17.93,0
33,1035056,386433,302408,28,81,19,699353,15810,29.22,1
47,881376,481613,426542,98,59,2,534189,7740,48.4,0
56,342108,135687,346960,34,67,28,699376,33712,101.42,0
27,1156740,168968,452477,88,90,9,690714,6468,39.12,0
42,1393669,614562,34022,46,61,8,58637,14518,2.44,0
30,1023375,517453,408883,75,59,21,129714,13704,39.95,0
59,313694,253570,18065,54,73,14,660868,1438,5.76,0
35,434456,481413,376526,75,73,29,900434,1164,86.67,0
35,412079,622922,128145,64,87,9,486718,6678,31.1,0
24,1492845,866473,349335,34,95,13,932352,37105,23.4,1
52,643232,974752,403222,16,74,18,576961,37118,62.69,0
43,616460,397509,333963,53,57,6,677143,18371,54.17,0
26,323351,969707,369302,99,63,23,74694,36297,114.21,0
44,501129,888418,438292,86,92,22,645980,21996,87.46,0
40,1221480,861802,199933,50,80,3,989369,29753,16.37,0
57,1040268,347391,227391,47,73,10,766802,46174,21.86,0
40,1029297,960835,443609,6,65,10,588195,21229,43.1,0
32,253811,431688,265287,79,69,10,978173,6756,104.52,0
53,466145,256994,232413,84,87,9,414140,41873,49.86,0
48,252635,830768,319649,58,96,12,342322,25603,126.53,0
28,220946,443650,405633,39,64,24,80732,43984,183.59,0
21,1183638,637270,162372,56,63,8,479907,24308,13.72,0
57,820140,901612,485278,37,61,24,816584,38361,59.17,0
42,685260,682822,291040,89,83,9,18072,32256,42.47,0
26,1366305,739834,247541,88,57,17,615789,33961,18.12,0
41,894519,336788,234051,76,68,8,904424,26167,26.17,0
52,871810,612781,312773,55,95,18,185759,27433,35.88,0
55,1161862,395968,420822,30,54,20,762886,30731,36.22,0
35,296748,564922,39916,66,76,17,31942,7401,13.45,0
25,829021,971463,61330,65,90,28,515579,35505,7.4,0
26,1158395,883721,269695,30,62,6,974921,19445,23.28,0
45,1375441,978647,363116,41,81,10,102379,10882,26.4,0
49,1115767,482809,381767,34,80,1,988763,49014,34.22,1
27,501364,482331,187494,99,90,28,277634,7283,37.4,0
33,1067424,816505,375360,15,95,21,687079,26970,35.17,1
58,1145092,727900,329926,57,86,25,976704,12360,28.81,0
38,355260,347625,327535,45,51,1,835116,33235,92.2,0
22,1472263,276577,367101,9,56,9,291038,16859,24.93,0
28,520974,651385,123546,70,97,20,434053,8599,23.71,0
31,212419,859010,387150,17,60,3,786273,11428,182.26,0
53,581856,980291,63411,67,60,24,381974,48185,10.9,0
58,963361,384192,240509,86,72,6,849244,4883,24.97,0
47,810937,564771,73185,94,80,7,732642,20635,9.02,0
40,584793,233951,499961,29,93,9,755967,38821,85.49,0
32,1048934,191668,131960,48,94,5,476922,49001,12.58,0
51,1410933,503885,127574,18,57,29,240009,13124,9.04,0
47,1248025,463146,188207,73,81,16,721492,20398,15.08,0
52,1371744,229022,29424,63,97,2,219497,29062,2.15,0
30,259155,932169,41559,60,70,3,856593,34896,16.04,0
23,1265487,330831,248290,56,80,3,291248,48484,19.62,0
47,1045484,496049,273219,70,50,20,124863,40633,26.13,0
55,662326,172540,415915,72,62,26,418356,23856,62.8,0
51,956983,741349,179044,16,60,23,365416,15407,18.71,0
35,479934,866615,272094,79,78,28,919950,19080,56.69,0
36,676377,332902,136485,72,53,10,542440,9324,20.18,0
33,598422,706442,39305,47,85,22,582774,8407,6.57,0
55,321937,812301,265713,77,64,3,750637,41013,82.54,0
31,1333629,670656,66778,78,52,15,374840,38433,5.01,0
41,578355,620179,364777,95,78,14,834579,5220,63.07,0
31,1218696,96901,292229,10,70,23,228962,12731,23.98,0
50,1185730,526728,469239,19,51,4,936170,12180,39.57,0
